,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
708,Meetup: Custom Machine Learning Recipes: Ingredients for Success,,222 visualizações,Publicado em 21 de nov. de 2019,Ciência e tecnologia,Meetup: Custom Machine Learning Recipes: Ingredients for Success,"H2O.ai













Carregando...
    







        Cancelar inscrição de H2O.ai?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,8 mil 











Carregando...
    









Carregando...
    













        Processando...","222 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/aRKZTVnyfPM/maxresdefault.jpg,1280.0,720.0,"This meetup was recorded in Mountain View on November 12, 2019. Slides from the meetup can be viewed here: https://www.slideshare.net/0xdata/meetup-custom-ma...",1280.0,720.0,,/channel/UCk6ONJlPzjw3DohAeMSgsng,0.321
711,Kaggle Meetup: CareerCon 2019 - Help Navigate Robots,,104 visualizações,Publicado em 31 de mai. de 2019,Ciência e tecnologia,Kaggle Meetup: CareerCon 2019 - Help Navigate Robots,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","104 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ageh45rxyXU/maxresdefault.jpg,1280.0,720.0,Presenter: Brian Weinfeld Kaggle page: https://www.kaggle.com/c/career-con-2019 Meetup page: https://www.meetup.com/LearnDataScience/events/fbczqqyzhbnc/ Sli...,1280.0,720.0,machine learning,/channel/UCJhW_16uxALr0X4olEW2p5A,0.285
718,Kaggle Meetup: Human Protein Atlas,,226 visualizações,Publicado em 8 de fev. de 2019,Ciência e tecnologia,Kaggle Meetup: Human Protein Atlas,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","226 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/bAgjqdQ0VE8/maxresdefault.jpg,1280.0,720.0,Kaggle page: https://www.kaggle.com/c/human-protein-atlas-image-classification Meetup page: https://www.meetup.com/LearnDataScience/events/hjhcmqyzdbkb/ Slid...,1280.0,720.0,kaggle,/channel/UCJhW_16uxALr0X4olEW2p5A,0.427
720,wataさん『サンタコンペで二度全完した話』- Kaggle meetup Tokyo #4,,1.474 visualizações,Publicado em 12 de mai. de 2018,Pessoas e blogs,wataさん『サンタコンペで二度全完した話』- Kaggle meetup Tokyo #4,"Takami Sato













Carregando...
    







        Cancelar inscrição de Takami Sato?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,84 mil 











Carregando...
    









Carregando...
    













        Processando...","1.474 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/bM1Xtziy6xc/maxresdefault.jpg,1280.0,720.0,資料 https://speakerdeck.com/wata_orz/santakonpedeer-du-quan-wan-sitahua Kaggle meetup tokyo #4 https://connpass.com/event/82458/,1280.0,720.0,kaggle,/channel/UCiECS_auJLNpFsvjTi1WuxQ,0.369
729,Time-Series Anomaly Detection | Kaggle NYC,,62 visualizações,Publicado em 14 de nov. de 2019,Ciência e tecnologia,Time-Series Anomaly Detection | Kaggle NYC,"Kaggle NYC













Carregando...
    







        Cancelar inscrição de Kaggle NYC?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição40 











Carregando...
    









Carregando...
    













        Processando...","62 visualizações







6

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/c197siqxHBs/maxresdefault.jpg,1280.0,720.0,"About the speaker: Kevin Chen is currently a self-taught ML practitioner concentrating on anomaly detection, time-series, streaming data, and (later) predict...",1280.0,720.0,data science,/channel/UC6TU220DZU2dfD_FCAUq49A,0.265
744,Data Science Specialization at IFMR-GSB,,207 visualizações,Publicado em 27 de dez. de 2018,Educação,Data Science Specialization at IFMR-GSB,"IFMR GSB KREA University













Carregando...
    







        Cancelar inscrição de IFMR GSB KREA University?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição286 











Carregando...
    









Carregando...
    













        Processando...","207 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/crUfuo9GXIc/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UCAjwb2trX_m_6hobx02MV9g,0.481
751,"SQL Summer Camp: Group By, Having and Count| Kaggle",,4.171 visualizações,Transmitido ao vivo em 27 de jun. de 2019,Ciência e tecnologia,"SQL Summer Camp: Group By, Having and Count| Kaggle","Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","4.171 visualizações







117

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



118


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/dV74IWUkI8Q/hqdefault.jpg,480.0,360.0,Today we'll learn how to write slightly more complex queries that let us ask questions about groups of records. The first 30 minutes will be lecture and and ...,1280.0,720.0,databases,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.345
803,Artificial intelligence-Robotics (Machine learning),,3 visualizações,Publicado em 24 de nov. de 2019,Pessoas e blogs,Artificial intelligence-Robotics (Machine learning),"ARTIFICIAL INTELLIGENCE- APP DEVELOPMENT













Carregando...
    







        Cancelar inscrição de ARTIFICIAL INTELLIGENCE- APP DEVELOPMENT?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição82 











Carregando...
    









Carregando...
    













        Processando...","3 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/gR1V4FwQWrc/hqdefault.jpg,480.0,360.0,robotics over take human beings in all areas,480.0,360.0,,/channel/UCsGzhWbSczzVRQ4SWtxPKMg,0.27
819,"Kaggle Days Madrid Meetup #1 - ""Cómo llegar a número 1 en Kaggle"" - José Antonio Guerrero 1/2 (ES)",,604 visualizações,Publicado em 15 de nov. de 2018,Pessoas e blogs,"Kaggle Days Madrid Meetup #1 - ""Cómo llegar a número 1 en Kaggle"" - José Antonio Guerrero 1/2 (ES)","LogicAI













Carregando...
    







        Cancelar inscrição de LogicAI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição641 











Carregando...
    









Carregando...
    













        Processando...","604 visualizações







21

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



22


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/hJL9jXe1FlI/maxresdefault.jpg,1280.0,720.0,"During the first Kaggle Days Meetup Madrid, we had the pleasure to hear Jose Antonio Guerrero (Kaggle Grandmaster and former #1 at Kaggle) talk about useful ...",1280.0,720.0,meetup,/channel/UCZ_qlZbg9EzwRnLq_hFQumQ,0.337
824,"Workshop on Machine Learning at Hasanuddin University Indonesia, Lecturer Prof. Zohar Nussinov",,21 visualizações,Publicado em 25 de nov. de 2019,Pessoas e blogs,"Workshop on Machine Learning at Hasanuddin University Indonesia, Lecturer Prof. Zohar Nussinov","WCP Unhas













Carregando...
    







        Cancelar inscrição de WCP Unhas?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","21 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/hdoxkcsw0tU/hqdefault.jpg,480.0,360.0,"Part one of workshop on machine learning for computational based research in science, held in the Department of Physics Hasanuddin Unversity, 18-19 Sept 2019...",640.0,360.0,Machine LEarning,/channel/UCKdHuL3xvwXpqRSBy6F3VaA,0.324
846,Kaggle Live-Coding: Graphing entity co-occurrence in online rumors | Kaggle,,448 visualizações,Transmitido ao vivo em 3 de ago. de 2018,Ciência e tecnologia,Kaggle Live-Coding: Graphing entity co-occurrence in online rumors | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","448 visualizações







11

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/iz-OrQLIlaI/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.826
858,"""Artificial Intelligence and Machine Learning: A Roadmap"" presentedJuly 26,, 2018",,297 visualizações,Publicado em 26 de jul. de 2018,Ciência e tecnologia,"""Artificial Intelligence and Machine Learning: A Roadmap"" presentedJuly 26,, 2018","AccountantsWorld













Carregando...
    







        Cancelar inscrição de AccountantsWorld?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição399 











Carregando...
    









Carregando...
    













        Processando...","297 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jFbsCIdwaoA/hqdefault.jpg,480.0,360.0,"Computers have historically been limited to performing tasks which are coded by software developers. A new field of computer science, machine learning, uses ...",1280.0,720.0,Computer,/channel/UCH-5SfjH3Okj-4rHdtAE5GQ,0.308
862,Kaggle Reading Group: Multi-Task Deep Neural Networks for Natural Language Understanding | Kaggle,,1.667 visualizações,Transmitido ao vivo em 1 de mai. de 2019,Ciência e tecnologia,Kaggle Reading Group: Multi-Task Deep Neural Networks for Natural Language Understanding | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.667 visualizações







59

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



60


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jLrcM-kAo34/hqdefault.jpg,480.0,360.0,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""Multi-Task Deep Neural Networks for Natural Language Understanding "" ...",1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.347
869,Kaggle Reading Group: Generating Long Sequences with Sparse Transformers | Kaggle,,1.056 visualizações,Transmitido ao vivo em 22 de mai. de 2019,Ciência e tecnologia,Kaggle Reading Group: Generating Long Sequences with Sparse Transformers | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.056 visualizações







45

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



46


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jaqjcHmCBfY/hqdefault.jpg,480.0,360.0,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""Generating Long Sequences with Sparse Transformers"" (Child et al, unp...",1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.305
871,Kaggle Days Meetup Madrid #3 Round table - Microsoft Malware Prediction gold winners (2/2) ESP/ENG,,127 visualizações,Publicado em 25 de jun. de 2019,Pessoas e blogs,Kaggle Days Meetup Madrid #3 Round table - Microsoft Malware Prediction gold winners (2/2) ESP/ENG,"LogicAI













Carregando...
    







        Cancelar inscrição de LogicAI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição641 











Carregando...
    









Carregando...
    













        Processando...","127 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jch8LrZpOKY/hqdefault.jpg,480.0,360.0,"We've met at Kaggle Days Meetup Madrid for the 3rd time already. At this meetup, during the first part, Kaggle Grandmaster Alberto Danese talked about Gradie...",1280.0,720.0,datascience,/channel/UCZ_qlZbg9EzwRnLq_hFQumQ,0.397
877,Session 8: Overview On Apriori Machine Learning Algorithm (ML.NET),,1.086 visualizações,Publicado em 13 de out. de 2019,Ciência e tecnologia,"BLOCK71 Singapore



    Session 8: Overview On Apriori Machine Learning Algorithm (ML.NET)","dotnet.sg













Carregando...
    







        Cancelar inscrição de dotnet.sg?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição112 











Carregando...
    









Carregando...
    













        Processando...","1.086 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jqhxsfC9kS4/hqdefault.jpg,480.0,360.0,#dotnetconf #dotnetconfsg #dotnetfoundation Speaker: Cheah Eng Soon Twitter: @CheahEngSoon AI is based on algorithms which allow input to become output. The ...,480.0,360.0,dotnetfoundation,/channel/UCE-lhcJyBK8Pud18Ao1r06A,0.317
892,"Intercepting Dirty Money using Machine Learning - Ashrith Barthur, H2O.ai",,1.453 visualizações,Publicado em 12 de jun. de 2018,Ciência e tecnologia,"Intercepting Dirty Money using Machine Learning - Ashrith Barthur, H2O.ai","H2O.ai













Carregando...
    







        Cancelar inscrição de H2O.ai?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,8 mil 











Carregando...
    









Carregando...
    













        Processando...","1.453 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/kHAytksmKpI/maxresdefault.jpg,1280.0,720.0,"This video was recorded at H2O World NYC 2018 on June 7th, 2018. The slides from the video can be viewed here: https://www.slideshare.net/0xdata/intercepting...",1280.0,720.0,,/channel/UCk6ONJlPzjw3DohAeMSgsng,0.286
898,Kaggle Reading Group: Probing Neural Network Comprehension of Natural Language Arguments | Kaggle,,1.622 visualizações,Transmitido ao vivo em 21 de ago. de 2019,Ciência e tecnologia,Kaggle Reading Group: Probing Neural Network Comprehension of Natural Language Arguments | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.622 visualizações







49

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



50


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ks8Cz1qx2rE/hqdefault.jpg,480.0,360.0,BERT (which we read the paper for earlier) has had really impressive success on a number of NLP tasks... but how well is it really capturing the structures o...,1280.0,720.0,formal logic,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.292
904,Kaggle Meetup: AdTracking Fraud Detection,,372 visualizações,Publicado em 1 de jun. de 2018,Ciência e tecnologia,Kaggle Meetup: AdTracking Fraud Detection,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","372 visualizações







11

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/kzkQTPeZPQ4/maxresdefault.jpg,1280.0,720.0,https://www.meetup.com/LearnDataScience/events/250901341/,1280.0,720.0,,/channel/UCJhW_16uxALr0X4olEW2p5A,0.481
908,Kaggle Meetup: Quora Insincere Questions Classification,,399 visualizações,Publicado em 8 de mar. de 2019,Ciência e tecnologia,Kaggle Meetup: Quora Insincere Questions Classification,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","399 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/l7ZmviwSnXw/maxresdefault.jpg,1280.0,720.0,Kaggle page: https://www.kaggle.com/c/quora-insincere-questions-classification Meetup page: https://www.meetup.com/LearnDataScience/events/fbczqqyzfbkb/ Slid...,1280.0,720.0,artificial intelligence,/channel/UCJhW_16uxALr0X4olEW2p5A,0.582
915,Reinforcement Learning 10: Classic Games Case Study,,16.675 visualizações,Publicado em 23 de nov. de 2018,Ciência e tecnologia,Reinforcement Learning 10: Classic Games Case Study,"DeepMind













Carregando...
    







        Cancelar inscrição de DeepMind?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição166 mil 











Carregando...
    









Carregando...
    













        Processando...","16.675 visualizações







203

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



204


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/ld28AU7DDB4/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UCP7jMXSY2xbc3KCAE0MHQ-A,0.268
919,Kaggle Days Meetup Milan #1,,243 visualizações,Publicado em 22 de mai. de 2019,Pessoas e blogs,Kaggle Days Meetup Milan #1,"LogicAI













Carregando...
    







        Cancelar inscrição de LogicAI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição641 











Carregando...
    









Carregando...
    













        Processando...","243 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/lkZET6thmLk/hqdefault.jpg,480.0,360.0,15th of March had a place the first ever Kaggle Days Meetup in Milan. We had a chance to hear two great talks prepared by Kaggle Grandmasters: Abhishek Thaku...,1280.0,720.0,,/channel/UCZ_qlZbg9EzwRnLq_hFQumQ,0.639
923,Shri Debasish Sen at 7th International Data Science Summit,,5 visualizações,Publicado em 23 de nov. de 2019,Ciência e tecnologia,Shri Debasish Sen at 7th International Data Science Summit,"Data Science Foundation













Carregando...
    







        Cancelar inscrição de Data Science Foundation?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição345 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/m0NTnHGSfkA/maxresdefault.jpg,1280.0,720.0,Shri Debasish Sen at 7th International Data Science Summit,1280.0,720.0,Data Science in Govt,/channel/UCgURMi5Be6B6AOrgXuOnctQ,0.472
928,Data Mining vs Machine Learning: Top 20 Things You Must Know(first 10)),,2 visualizações,Publicado em 24 de nov. de 2019,Pessoas e blogs,Data Mining vs Machine Learning: Top 20 Things You Must Know(first 10)),"Adham Abdulbaqi













Carregando...
    







        Cancelar inscrição de Adham Abdulbaqi?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","2 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m849JboZtQQ/maxresdefault.jpg,1280.0,720.0,"UHD,computer science department",1280.0,720.0,,/channel/UCZBCPzJJmhFNuIQUAmkEtsA,0.302
933,"Session 01/10 - Introduction to machine learning, and creative projects - SCM, CityU HK",,664 visualizações,Publicado em 6 de jun. de 2018,Educação,"Session 01/10 - Introduction to machine learning, and creative projects - SCM, CityU HK","School of Creative Media - City University of Hong Kong













Carregando...
    







        Cancelar inscrição de School of Creative Media - City University of Hong Kong?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição393 











Carregando...
    









Carregando...
    













        Processando...","664 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/mM6BodLczlA/maxresdefault.jpg,1280.0,720.0,"28.05.2018 ""Introduction to machine learning, and creative projects"", The Machine Learning for Creative Media workshop by School of Creative Media, City Univ...",1280.0,720.0,Media School,/channel/UCn19oT2xeSh9MDvbGmaOu3Q,0.277
937,hydrosphere.io 2m demo - machine learning model deploy and monitor,,2.129 visualizações,Publicado em 14 de jun. de 2018,Ciência e tecnologia,hydrosphere.io 2m demo - machine learning model deploy and monitor,"Hydrosphere io













Carregando...
    







        Cancelar inscrição de Hydrosphere io?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 











Carregando...
    









Carregando...
    













        Processando...","2.129 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m_Fb540LZTU/maxresdefault.jpg,1280.0,720.0,hydrosphere.io 2m demo - machine learning model deploy and monitor https://github.com/Hydrospheredata/,1280.0,720.0,Data Science,/channel/UC6t9FhE1WvUV8o9f6oThdeg,0.3
938,Kaggle Meetup: Skin Cancer Diagnosis,,663 visualizações,Publicado em 5 de out. de 2018,Ciência e tecnologia,Kaggle Meetup: Skin Cancer Diagnosis,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","663 visualizações







22

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



23


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/meg8I1GdtUg/maxresdefault.jpg,1280.0,720.0,Video from this meetup: https://www.meetup.com/LearnDataScience/events/wdlntpyxnbgb/ Slides are here: https://docs.google.com/presentation/d/1Lup8MnuOkVakDL5...,1280.0,720.0,machine learning,/channel/UCJhW_16uxALr0X4olEW2p5A,0.651
971,Robot by using machine learning,,Nenhuma visualização,Publicado em 23 de nov. de 2019,Pessoas e blogs,"West Tambaram, Tambaram



    Robot by using machine learning","Pratap Reddy













Carregando...
    







        Cancelar inscrição de Pratap Reddy?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","Nenhuma visualização







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/oWnyvoW_HXo/hqdefault.jpg,480.0,360.0, ,480.0,360.0,,/channel/UCOCpI6ymcVO4Y5-v_jwTnHg,0.262
972,"About AI and Machine learning at CSC, Kallio & Nandan",,17 visualizações,Publicado em 21 de nov. de 2019,Ciência e tecnologia,"#artificialintelligence #tekoaly #AI



    About AI and Machine learning at CSC, Kallio & Nandan","CSC — Tieteen tietotekniikan keskus / CSC — IT Center for Science













Carregando...
    







        Cancelar inscrição de CSC — Tieteen tietotekniikan keskus / CSC — IT Center for Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição521 











Carregando...
    









Carregando...
    













        Processando...","17 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/oXT5AEut6Os/maxresdefault.jpg,1280.0,720.0,"About AI and Machine learning at CSC, Aleksi Kallio, Apurva Nandan, CSC #artificialintelligence #tekoaly #AI #machinelearning #koneoppiminen @CSCfi #digisfääri",1280.0,720.0,,/channel/UCFv-76jNZlBFp6O9umdnyDA,0.263
974,Kaggle Reading Group: Language Models are Unsupervised Multitask Learners (GPT-2) | Kaggle,,2.368 visualizações,Transmitido ao vivo em 20 de fev. de 2019,Ciência e tecnologia,Kaggle Reading Group: Language Models are Unsupervised Multitask Learners (GPT-2) | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","2.368 visualizações







77

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



78


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/oaQSQsjhcwQ/maxresdefault.jpg,1280.0,720.0,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""Language Models are Unsupervised Multitask Learners"" (Radford et al, ...",1280.0,720.0,technology,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.279
